Gen1,Gen2,Gen3
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan
0.0,0.0,nan

1.0101010101010102,0.0,nan
1.0101010101010102,0.0,nan
1.0101010101010102,0.0,nan
1.0101010101010102,0.0,nan
